chk_acct,duration,credit_his,purpose,amount,saving_acct,present_emp,installment_rate,sex_status,other_debtor,present_resid,property,age,other_install,housing,n_credits,job,n_people,telephone,response
CC [0 - 200 €],10,critical account in other  bank,radio/television,1048,< 100 €,[1 - 4) Y,>35%,male:single,none,res >7Y,real estate,23,Credit stores,own,1,j_unskilled,1,none,0
No account,21,no credits taken/all credits paid back duly,radio/television,3160,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res_[res >7Y- 7),Savings agreement/life insurance,41,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,24,critical account in other  bank,furniture/equipment,2483,[500 - 1000),[1 - 4) Y,>35%,male:single,none,res >7Y,real estate,22,Credit stores,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,39,existing credits paid back duly till now,furniture/equipment,14179,unknown/ no savings account,[4 - 7) Y,>35%,male:single,none,res >7Y,Savings agreement/life insurance,30,No credits,own,2,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC < 0 €,13,existing credits paid back duly till now,business,1797,< 100 €,< 1 Y,[25- 35),male:single,none,res < 1Y,Savings agreement/life insurance,28,Other banks,own,2,j_unskilled,1,none,0
CC < 0 €,15,no credits taken/all credits paid back duly,car (new),2511,< 100 €,unemployed,<[20- 25)0%,female:divorced/separated/married,none,res >7Y,car or other,23,No credits,rent,1,j_skilled employee/official,1,none,0
CC < 0 €,12,no credits taken/all credits paid back duly,car (new),1274,< 100 €,< 1 Y,[25- 35),female:divorced/separated/married,none,res < 1Y,real estate,37,No credits,own,1,j_unskilled,1,none,1
No account,21,no credits taken/all credits paid back duly,car (used),5248,unknown/ no savings account,[1 - 4) Y,<[20- 25)0%,male:single,none,res_[res >7Y- 7),car or other,26,No credits,own,1,j_skilled employee/official,1,none,0
No account,15,no credits taken/all credits paid back duly,car (used),3029,< 100 €,[4 - 7) Y,[20- 25),male:single,none,res_[1- res >7Y),car or other,33,No credits,own,1,j_skilled employee/official,1,none,0
CC < 0 €,6,no credits taken/all credits paid back duly,furniture/equipment,428,< 100 €,>= 7 Y,[20- 25),female:divorced/separated/married,none,res < 1Y,Savings agreement/life insurance,49,Other banks,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,18,no credits taken/all credits paid back duly,car (new),976,< 100 €,< 1 Y,<[20- 25)0%,female:divorced/separated/married,none,res_[1- res >7Y),car or other,23,No credits,own,1,j_unskilled,1,none,1
CC [0 - 200 €],12,no credits taken/all credits paid back duly,business,841,[100 - 500),[4 - 7) Y,[20- 25),female:divorced/separated/married,none,res >7Y,real estate,23,No credits,rent,1,j_unskilled,1,none,0
No account,30,existing credits paid back duly till now,radio/television,5771,< 100 €,[4 - 7) Y,>35%,female:divorced/separated/married,none,res_[1- res >7Y),car or other,25,No credits,own,2,j_skilled employee/official,1,none,0
No account,12,all credits at this bank paid back duly,repairs,1555,>= 1000 €,>= 7 Y,>35%,male:single,none,res >7Y,unknown / no property,55,No credits,for free,2,j_skilled employee/official,2,none,1
CC < 0 €,24,no credits taken/all credits paid back duly,car (new),1285,unknown/ no savings account,[4 - 7) Y,>35%,female:divorced/separated/married,none,res >7Y,unknown / no property,32,No credits,rent,1,j_skilled employee/official,1,none,1
CC >= 200 €,6,existing credits paid back duly till now,car (new),1299,< 100 €,[1 - 4) Y,<[20- 25)0%,male:single,none,res < 1Y,real estate,74,No credits,own,3,j_unemployed,2,none,0
CC >= 200 €,15,existing credits paid back duly till now,radio/television,1271,unknown/ no savings account,[1 - 4) Y,[25- 35),male:single,none,res >7Y,unknown / no property,39,No credits,for free,2,j_skilled employee/official,1,"yes, registered under the customers name",1
No account,24,no credits taken/all credits paid back duly,car (new),1393,< 100 €,[1 - 4) Y,[20- 25),male:single,guarantor,res_[1- res >7Y),real estate,31,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,12,existing credits paid back duly till now,car (new),691,< 100 €,>= 7 Y,>35%,male:single,none,res_[res >7Y- 7),Savings agreement/life insurance,35,No credits,own,2,j_skilled employee/official,1,none,1
No account,15,existing credits paid back duly till now,car (new),5045,unknown/ no savings account,>= 7 Y,<[20- 25)0%,female:divorced/separated/married,none,res >7Y,car or other,59,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,18,existing credits paid back duly till now,furniture/equipment,2124,< 100 €,[1 - 4) Y,>35%,female:divorced/separated/married,none,res >7Y,real estate,24,No credits,rent,2,j_skilled employee/official,1,none,1
CC < 0 €,12,no credits taken/all credits paid back duly,radio/television,2214,< 100 €,[1 - 4) Y,>35%,male:single,none,res_[res >7Y- 7),Savings agreement/life insurance,24,No credits,own,1,j_unskilled,1,none,0
No account,21,existing credits paid back duly till now,car (new),12680,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res >7Y,unknown / no property,30,No credits,for free,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",1
No account,24,existing credits paid back duly till now,car (new),2463,[100 - 500),[4 - 7) Y,>35%,male:married/widowed,none,res_[res >7Y- 7),Savings agreement/life insurance,27,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC [0 - 200 €],12,no credits taken/all credits paid back duly,radio/television,1155,< 100 €,>= 7 Y,[25- 35),male:married/widowed,guarantor,res_[res >7Y- 7),real estate,40,Other banks,own,2,j_unskilled,1,none,0
CC < 0 €,30,no credits taken/all credits paid back duly,furniture/equipment,3108,< 100 €,< 1 Y,[20- 25),male:divorced/separated,none,res >7Y,Savings agreement/life insurance,31,No credits,own,1,j_unskilled,1,none,1
No account,10,no credits taken/all credits paid back duly,car (used),2901,unknown/ no savings account,< 1 Y,<[20- 25)0%,female:divorced/separated/married,none,res >7Y,real estate,31,No credits,rent,1,j_skilled employee/official,1,none,0
CC [0 - 200 €],12,existing credits paid back duly till now,furniture/equipment,3617,< 100 €,>= 7 Y,<[20- 25)0%,male:single,none,res >7Y,car or other,28,No credits,rent,3,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,12,existing credits paid back duly till now,radio/television,1655,< 100 €,>= 7 Y,[20- 25),male:single,none,res >7Y,real estate,63,No credits,own,2,j_unskilled,1,"yes, registered under the customers name",0
CC < 0 €,24,no credits taken/all credits paid back duly,car (used),2812,unknown/ no savings account,>= 7 Y,[20- 25),female:divorced/separated/married,none,res >7Y,real estate,26,No credits,rent,1,j_skilled employee/official,1,none,0
CC < 0 €,36,existing credits paid back duly till now,education,8065,< 100 €,[1 - 4) Y,[25- 35),female:divorced/separated/married,none,res_[1- res >7Y),unknown / no property,25,No credits,own,2,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",1
No account,21,existing credits paid back duly till now,car (used),3275,< 100 €,>= 7 Y,<[20- 25)0%,male:single,none,res >7Y,car or other,36,No credits,own,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
No account,24,existing credits paid back duly till now,radio/television,2223,[100 - 500),>= 7 Y,>35%,male:single,none,res >7Y,Savings agreement/life insurance,52,Other banks,own,2,j_skilled employee/official,1,none,0
CC >= 200 €,12,existing credits paid back duly till now,car (new),1480,[500 - 1000),unemployed,[20- 25),male:single,none,res >7Y,unknown / no property,66,Other banks,for free,3,j_unemployed,1,none,0
CC < 0 €,24,no credits taken/all credits paid back duly,car (new),1371,unknown/ no savings account,[1 - 4) Y,>35%,female:divorced/separated/married,none,res >7Y,real estate,25,No credits,rent,1,j_skilled employee/official,1,none,1
No account,36,existing credits paid back duly till now,car (new),3535,< 100 €,[4 - 7) Y,>35%,male:single,none,res >7Y,car or other,37,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,18,no credits taken/all credits paid back duly,radio/television,3509,< 100 €,[4 - 7) Y,>35%,female:divorced/separated/married,guarantor,res < 1Y,real estate,25,No credits,own,1,j_skilled employee/official,1,none,0
No account,36,existing credits paid back duly till now,car (used),5711,>= 1000 €,>= 7 Y,>35%,male:single,none,res_[1- res >7Y),car or other,38,No credits,own,2,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC [0 - 200 €],18,no credits taken/all credits paid back duly,repairs,3872,< 100 €,unemployed,[20- 25),female:divorced/separated/married,none,res >7Y,car or other,67,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC [0 - 200 €],39,existing credits paid back duly till now,radio/television,4933,< 100 €,[4 - 7) Y,[20- 25),male:single,guarantor,res_[1- res >7Y),real estate,25,No credits,own,2,j_skilled employee/official,1,none,1
No account,24,existing credits paid back duly till now,car (new),1940,>= 1000 €,>= 7 Y,>35%,male:single,none,res >7Y,real estate,60,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC [0 - 200 €],12,delay in paying off,retraining,1410,< 100 €,[1 - 4) Y,[20- 25),male:single,none,res_[1- res >7Y),real estate,31,No credits,own,1,j_unskilled,1,"yes, registered under the customers name",0
CC [0 - 200 €],12,no credits taken/all credits paid back duly,car (new),836,[100 - 500),< 1 Y,>35%,female:divorced/separated/married,none,res_[1- res >7Y),Savings agreement/life insurance,23,Other banks,own,1,j_unskilled,1,none,1
CC [0 - 200 €],20,no credits taken/all credits paid back duly,car (used),6468,unknown/ no savings account,unemployed,<[20- 25)0%,male:divorced/separated,none,res >7Y,real estate,60,No credits,own,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC [0 - 200 €],18,no credits taken/all credits paid back duly,business,1941,>= 1000 €,[1 - 4) Y,>35%,male:single,none,res_[1- res >7Y),Savings agreement/life insurance,35,No credits,own,1,j_unskilled,1,"yes, registered under the customers name",0
No account,22,no credits taken/all credits paid back duly,radio/television,2675,[500 - 1000),>= 7 Y,[25- 35),male:single,none,res >7Y,car or other,40,No credits,own,1,j_skilled employee/official,1,none,0
No account,48,existing credits paid back duly till now,car (used),2751,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res_[res >7Y- 7),car or other,38,No credits,own,2,j_skilled employee/official,2,"yes, registered under the customers name",0
CC [0 - 200 €],48,all credits at this bank paid back duly,education,6224,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,unknown / no property,50,No credits,for free,1,j_skilled employee/official,1,none,1
CC < 0 €,40,existing credits paid back duly till now,education,5998,< 100 €,[1 - 4) Y,>35%,male:single,none,res_[res >7Y- 7),unknown / no property,27,Other banks,own,1,j_skilled employee/official,1,"yes, registered under the customers name",1
CC [0 - 200 €],21,no credits taken/all credits paid back duly,business,1188,< 100 €,>= 7 Y,[20- 25),female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,39,No credits,own,1,j_skilled employee/official,2,none,1
No account,24,no credits taken/all credits paid back duly,car (used),6313,unknown/ no savings account,>= 7 Y,[25- 35),male:single,none,res >7Y,car or other,41,No credits,own,1,j_management/self-employed/highly qualified employee/ officer,2,"yes, registered under the customers name",0
No account,6,existing credits paid back duly till now,furniture/equipment,1221,unknown/ no savings account,[1 - 4) Y,<[20- 25)0%,male:married/widowed,none,res_[1- res >7Y),Savings agreement/life insurance,27,No credits,own,2,j_skilled employee/official,1,none,0
CC >= 200 €,24,no credits taken/all credits paid back duly,furniture/equipment,2892,< 100 €,>= 7 Y,[25- 35),male:divorced/separated,none,res >7Y,unknown / no property,51,No credits,for free,1,j_skilled employee/official,1,none,0
No account,24,no credits taken/all credits paid back duly,furniture/equipment,3062,[500 - 1000),>= 7 Y,>35%,male:single,none,res_[res >7Y- 7),unknown / no property,32,No credits,rent,1,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,9,no credits taken/all credits paid back duly,furniture/equipment,2301,[100 - 500),< 1 Y,[20- 25),female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,22,No credits,rent,1,j_skilled employee/official,1,none,0
CC < 0 €,18,no credits taken/all credits paid back duly,car (used),7511,unknown/ no savings account,>= 7 Y,<[20- 25)0%,male:single,none,res >7Y,Savings agreement/life insurance,51,No credits,for free,1,j_skilled employee/official,2,"yes, registered under the customers name",1
No account,12,existing credits paid back duly till now,furniture/equipment,1258,< 100 €,< 1 Y,[20- 25),female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,22,No credits,rent,2,j_unskilled,1,none,0
No account,24,all credits at this bank paid back duly,car (new),717,unknown/ no savings account,>= 7 Y,>35%,male:married/widowed,none,res >7Y,car or other,54,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC [0 - 200 €],9,no credits taken/all credits paid back duly,car (new),1549,unknown/ no savings account,< 1 Y,>35%,male:single,none,res_[1- res >7Y),real estate,35,No credits,own,1,j_unemployed,1,none,0
No account,24,existing credits paid back duly till now,education,1597,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,unknown / no property,54,No credits,for free,2,j_skilled employee/official,2,none,0
CC [0 - 200 €],18,existing credits paid back duly till now,radio/television,1795,< 100 €,>= 7 Y,[25- 35),female:divorced/separated/married,guarantor,res >7Y,real estate,48,Other banks,rent,2,j_unskilled,1,"yes, registered under the customers name",0
CC < 0 €,20,existing credits paid back duly till now,furniture/equipment,4272,< 100 €,>= 7 Y,<[20- 25)0%,female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,24,No credits,own,2,j_skilled employee/official,1,none,0
No account,12,existing credits paid back duly till now,radio/television,976,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res >7Y,car or other,35,No credits,own,2,j_skilled employee/official,1,none,0
CC [0 - 200 €],12,no credits taken/all credits paid back duly,car (new),7472,unknown/ no savings account,unemployed,<[20- 25)0%,female:divorced/separated/married,none,res_[1- res >7Y),real estate,24,No credits,rent,1,j_unemployed,1,none,0
CC < 0 €,36,no credits taken/all credits paid back duly,car (new),9271,< 100 €,[4 - 7) Y,[20- 25),male:single,none,res < 1Y,car or other,24,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",1
CC [0 - 200 €],6,no credits taken/all credits paid back duly,radio/television,590,< 100 €,< 1 Y,[25- 35),male:married/widowed,none,res_[res >7Y- 7),real estate,26,No credits,own,1,j_unskilled,1,none,0
No account,12,existing credits paid back duly till now,radio/television,930,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res >7Y,real estate,65,No credits,own,4,j_skilled employee/official,1,none,0
CC [0 - 200 €],42,critical account in other  bank,car (used),9283,< 100 €,unemployed,<[20- 25)0%,male:single,none,res_[1- res >7Y),unknown / no property,55,Other banks,for free,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC [0 - 200 €],15,delay in paying off,car (new),1778,< 100 €,< 1 Y,[20- 25),female:divorced/separated/married,none,res < 1Y,real estate,26,No credits,rent,2,j_unemployed,1,none,1
CC [0 - 200 €],8,no credits taken/all credits paid back duly,business,907,< 100 €,< 1 Y,[25- 35),male:married/widowed,none,res_[1- res >7Y),real estate,26,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC [0 - 200 €],6,no credits taken/all credits paid back duly,radio/television,484,< 100 €,[4 - 7) Y,[25- 35),male:married/widowed,guarantor,res_[res >7Y- 7),real estate,28,Other banks,own,1,j_unskilled,1,none,0
CC < 0 €,36,existing credits paid back duly till now,car (used),9629,< 100 €,[4 - 7) Y,>35%,male:single,none,res >7Y,car or other,24,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",1
CC < 0 €,48,no credits taken/all credits paid back duly,domestic appliances,3051,< 100 €,[1 - 4) Y,[25- 35),male:single,none,res >7Y,car or other,54,No credits,own,1,j_skilled employee/official,1,none,1
CC < 0 €,48,no credits taken/all credits paid back duly,car (new),3931,< 100 €,[4 - 7) Y,>35%,male:single,none,res >7Y,unknown / no property,46,No credits,for free,1,j_skilled employee/official,2,none,1
CC [0 - 200 €],36,all credits at this bank paid back duly,car (new),7432,< 100 €,[1 - 4) Y,[20- 25),female:divorced/separated/married,none,res_[1- res >7Y),Savings agreement/life insurance,54,No credits,rent,1,j_skilled employee/official,1,none,0
No account,6,no credits taken/all credits paid back duly,domestic appliances,1338,[500 - 1000),[1 - 4) Y,<[20- 25)0%,male:divorced/separated,none,res >7Y,real estate,62,No credits,own,1,j_skilled employee/official,1,none,0
No account,6,existing credits paid back duly till now,radio/television,1554,< 100 €,[4 - 7) Y,<[20- 25)0%,female:divorced/separated/married,none,res_[1- res >7Y),car or other,24,No credits,rent,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,36,no credits taken/all credits paid back duly,car (used)0,15857,< 100 €,unemployed,[20- 25),male:divorced/separated,co-applicant,res_[res >7Y- 7),car or other,43,No credits,own,1,j_management/self-employed/highly qualified employee/ officer,1,none,0
CC < 0 €,18,no credits taken/all credits paid back duly,radio/television,1345,< 100 €,[1 - 4) Y,>35%,male:married/widowed,none,res_[res >7Y- 7),real estate,26,Other banks,own,1,j_skilled employee/official,1,none,1
No account,12,no credits taken/all credits paid back duly,car (new),1101,< 100 €,[1 - 4) Y,[25- 35),male:married/widowed,none,res_[1- res >7Y),real estate,27,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC >= 200 €,12,no credits taken/all credits paid back duly,radio/television,3016,< 100 €,[1 - 4) Y,[25- 35),male:married/widowed,none,res < 1Y,car or other,24,No credits,own,1,j_skilled employee/official,1,none,0
CC < 0 €,36,no credits taken/all credits paid back duly,furniture/equipment,2712,< 100 €,>= 7 Y,[20- 25),male:single,none,res_[1- res >7Y),Savings agreement/life insurance,41,Other banks,own,1,j_skilled employee/official,2,none,1
CC < 0 €,8,existing credits paid back duly till now,car (new),731,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,real estate,47,No credits,own,2,j_unskilled,1,none,0
No account,18,existing credits paid back duly till now,furniture/equipment,3780,< 100 €,< 1 Y,[25- 35),male:divorced/separated,none,res_[1- res >7Y),car or other,35,No credits,own,2,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC < 0 €,21,existing credits paid back duly till now,car (new),1602,< 100 €,>= 7 Y,>35%,male:married/widowed,none,res_[res >7Y- 7),car or other,30,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,18,existing credits paid back duly till now,car (new),3966,< 100 €,>= 7 Y,<[20- 25)0%,female:divorced/separated/married,none,res >7Y,real estate,33,Other banks,rent,3,j_skilled employee/official,1,"yes, registered under the customers name",1
No account,18,delay in paying off,business,4165,< 100 €,[1 - 4) Y,[20- 25),male:single,none,res_[1- res >7Y),car or other,36,Credit stores,own,2,j_skilled employee/official,2,none,1
CC < 0 €,36,no credits taken/all credits paid back duly,car (used),8335,unknown/ no savings account,>= 7 Y,[25- 35),male:single,none,res >7Y,unknown / no property,47,No credits,for free,1,j_skilled employee/official,1,none,1
CC [0 - 200 €],48,all credits at this bank paid back duly,business,6681,unknown/ no savings account,[1 - 4) Y,>35%,male:single,none,res >7Y,unknown / no property,38,No credits,for free,1,j_skilled employee/official,2,"yes, registered under the customers name",0
No account,24,all credits at this bank paid back duly,business,2375,[500 - 1000),[1 - 4) Y,>35%,male:single,none,res_[1- res >7Y),car or other,44,No credits,own,2,j_skilled employee/official,2,"yes, registered under the customers name",0
CC < 0 €,18,no credits taken/all credits paid back duly,car (new),1216,< 100 €,< 1 Y,>35%,female:divorced/separated/married,none,res_[res >7Y- 7),car or other,23,No credits,rent,1,j_skilled employee/official,1,"yes, registered under the customers name",1
CC < 0 €,45,delay in paying off,business,11816,< 100 €,>= 7 Y,[20- 25),male:single,none,res >7Y,car or other,29,No credits,rent,2,j_skilled employee/official,1,none,1
CC [0 - 200 €],24,no credits taken/all credits paid back duly,radio/television,5084,unknown/ no savings account,>= 7 Y,[20- 25),female:divorced/separated/married,none,res >7Y,car or other,42,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC >= 200 €,15,no credits taken/all credits paid back duly,radio/television,2327,< 100 €,< 1 Y,[20- 25),female:divorced/separated/married,none,res_[res >7Y- 7),real estate,25,No credits,own,1,j_unskilled,1,none,1
CC < 0 €,12,delay in paying off,car (new),1082,< 100 €,[1 - 4) Y,>35%,male:single,none,res >7Y,car or other,48,Other banks,own,2,j_skilled employee/official,1,none,1
No account,12,no credits taken/all credits paid back duly,radio/television,886,unknown/ no savings account,[1 - 4) Y,>35%,female:divorced/separated/married,none,res_[1- res >7Y),car or other,21,No credits,own,1,j_skilled employee/official,1,none,0
No account,4,no credits taken/all credits paid back duly,furniture/equipment,601,< 100 €,< 1 Y,<[20- 25)0%,female:divorced/separated/married,none,res_[res >7Y- 7),real estate,23,No credits,rent,1,j_unskilled,2,none,0
CC < 0 €,24,existing credits paid back duly till now,car (used),2957,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,Savings agreement/life insurance,63,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,24,existing credits paid back duly till now,radio/television,2611,< 100 €,>= 7 Y,>35%,male:married/widowed,co-applicant,res_[res >7Y- 7),real estate,46,No credits,own,2,j_skilled employee/official,1,none,0
CC < 0 €,36,no credits taken/all credits paid back duly,furniture/equipment,5179,< 100 €,[4 - 7) Y,>35%,male:single,none,res_[1- res >7Y),Savings agreement/life insurance,29,No credits,own,1,j_skilled employee/official,1,none,1
No account,21,all credits at this bank paid back duly,car (used),2993,< 100 €,[1 - 4) Y,[25- 35),male:single,none,res_[1- res >7Y),real estate,28,Credit stores,own,2,j_unskilled,1,none,0
No account,18,no credits taken/all credits paid back duly,repairs,1943,< 100 €,< 1 Y,>35%,female:divorced/separated/married,none,res >7Y,real estate,23,No credits,own,1,j_skilled employee/official,1,none,1
No account,24,critical account in other  bank,business,1559,< 100 €,[4 - 7) Y,>35%,male:single,none,res >7Y,car or other,50,Other banks,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,18,no credits taken/all credits paid back duly,furniture/equipment,3422,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,Savings agreement/life insurance,47,Other banks,own,3,j_skilled employee/official,2,"yes, registered under the customers name",0
CC [0 - 200 €],21,no credits taken/all credits paid back duly,furniture/equipment,3976,unknown/ no savings account,[4 - 7) Y,[20- 25),male:single,none,res_[res >7Y- 7),car or other,35,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,18,no credits taken/all credits paid back duly,car (new),6761,unknown/ no savings account,[1 - 4) Y,[20- 25),male:single,none,res >7Y,car or other,68,No credits,rent,2,j_skilled employee/official,1,none,1
No account,24,no credits taken/all credits paid back duly,car (new),1249,< 100 €,< 1 Y,>35%,male:married/widowed,none,res_[1- res >7Y),real estate,28,No credits,own,1,j_skilled employee/official,1,none,0
CC < 0 €,9,no credits taken/all credits paid back duly,radio/television,1364,< 100 €,[4 - 7) Y,[25- 35),male:single,none,res >7Y,real estate,59,No credits,own,1,j_skilled employee/official,1,none,0
CC < 0 €,12,no credits taken/all credits paid back duly,radio/television,709,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,real estate,57,Credit stores,own,1,j_unskilled,1,none,1
CC < 0 €,20,existing credits paid back duly till now,car (new),2235,< 100 €,[1 - 4) Y,>35%,male:married/widowed,guarantor,res_[1- res >7Y),Savings agreement/life insurance,33,Other banks,rent,2,j_skilled employee/official,1,none,1
No account,24,existing credits paid back duly till now,car (used),4042,unknown/ no savings account,[4 - 7) Y,[25- 35),male:single,none,res >7Y,Savings agreement/life insurance,43,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,15,existing credits paid back duly till now,radio/television,1471,< 100 €,[1 - 4) Y,>35%,male:single,none,res >7Y,unknown / no property,35,No credits,for free,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,18,critical account in other  bank,car (new),1442,< 100 €,[4 - 7) Y,>35%,male:single,none,res >7Y,unknown / no property,32,No credits,for free,2,j_unskilled,2,none,1
No account,36,all credits at this bank paid back duly,car (new),10875,< 100 €,>= 7 Y,[20- 25),male:single,none,res_[1- res >7Y),car or other,45,No credits,own,2,j_skilled employee/official,2,"yes, registered under the customers name",0
No account,24,no credits taken/all credits paid back duly,car (new),1474,[100 - 500),< 1 Y,>35%,male:married/widowed,none,res_[res >7Y- 7),real estate,33,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,10,no credits taken/all credits paid back duly,retraining,894,unknown/ no savings account,[4 - 7) Y,>35%,female:divorced/separated/married,none,res_[res >7Y- 7),Savings agreement/life insurance,40,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,15,existing credits paid back duly till now,furniture/equipment,3343,< 100 €,[1 - 4) Y,>35%,male:single,none,res_[1- res >7Y),unknown / no property,28,No credits,for free,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,15,no credits taken/all credits paid back duly,car (new),3959,< 100 €,[1 - 4) Y,[25- 35),female:divorced/separated/married,none,res_[1- res >7Y),Savings agreement/life insurance,29,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",1
No account,9,no credits taken/all credits paid back duly,car (new),3577,[100 - 500),[1 - 4) Y,<[20- 25)0%,male:single,guarantor,res_[1- res >7Y),real estate,26,No credits,rent,1,j_skilled employee/official,2,none,0
No account,24,existing credits paid back duly till now,car (used),5804,>= 1000 €,[1 - 4) Y,>35%,male:single,none,res_[1- res >7Y),real estate,27,No credits,own,2,j_skilled employee/official,1,none,0
No account,18,all credits at this bank paid back duly,business,2169,< 100 €,[1 - 4) Y,>35%,male:married/widowed,none,res_[1- res >7Y),car or other,28,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",1
CC < 0 €,24,no credits taken/all credits paid back duly,radio/television,2439,< 100 €,< 1 Y,>35%,female:divorced/separated/married,none,res >7Y,real estate,35,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",1
No account,27,existing credits paid back duly till now,furniture/equipment,4526,>= 1000 €,< 1 Y,>35%,male:single,none,res_[1- res >7Y),real estate,32,Credit stores,own,2,j_unskilled,2,"yes, registered under the customers name",0
No account,10,no credits taken/all credits paid back duly,furniture/equipment,2210,< 100 €,[1 - 4) Y,[20- 25),male:single,none,res_[1- res >7Y),real estate,25,Other banks,rent,1,j_unskilled,1,none,1
No account,15,no credits taken/all credits paid back duly,furniture/equipment,2221,[500 - 1000),[1 - 4) Y,[20- 25),female:divorced/separated/married,none,res >7Y,car or other,20,No credits,rent,1,j_skilled employee/official,1,none,0
CC < 0 €,18,no credits taken/all credits paid back duly,radio/television,2389,< 100 €,< 1 Y,>35%,female:divorced/separated/married,none,res < 1Y,car or other,27,Credit stores,own,1,j_skilled employee/official,1,none,0
No account,12,existing credits paid back duly till now,furniture/equipment,3331,< 100 €,>= 7 Y,[20- 25),male:single,none,res >7Y,Savings agreement/life insurance,42,Credit stores,own,1,j_skilled employee/official,1,none,0
No account,36,no credits taken/all credits paid back duly,business,7409,unknown/ no savings account,>= 7 Y,[25- 35),male:single,none,res_[1- res >7Y),Savings agreement/life insurance,37,No credits,own,2,j_skilled employee/official,1,none,0
CC < 0 €,12,no credits taken/all credits paid back duly,furniture/equipment,652,< 100 €,>= 7 Y,>35%,female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,24,No credits,rent,1,j_skilled employee/official,1,none,0
No account,36,all credits at this bank paid back duly,furniture/equipment,7678,[500 - 1000),[4 - 7) Y,[20- 25),female:divorced/separated/married,none,res >7Y,car or other,40,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC >= 200 €,6,existing credits paid back duly till now,car (new),1343,< 100 €,>= 7 Y,<[20- 25)0%,male:single,none,res >7Y,real estate,46,No credits,own,2,j_skilled employee/official,2,none,0
CC < 0 €,24,existing credits paid back duly till now,business,1382,[100 - 500),[4 - 7) Y,>35%,male:single,none,res < 1Y,real estate,26,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
